timestamp,success,pupil_diameter_mm,iris_diameter_mm,pupil_iris_ratio,gaze_direction,overall_confidence,pupil_classification,pupil_detected,iris_detected,pupil_center_x,pupil_center_y,iris_center_x,iris_center_y,gaze_magnitude,concentricity_score,pupil_circularity,time
2025-06-05 16:26:32.000,True,0.0,11.8,0.0,Center,0.2535212395403867,Unknown,True,False,0,122,0,0,0.0,0.0,0.3380283193871822,2025-06-05 16:26:32.000
2025-06-05 16:26:32.500,True,0.0,11.8,0.0,Center,0.4238425533859007,Unknown,True,False,11,231,0,0,0.0,0.0,0.5651234045145344,2025-06-05 16:26:32.500
2025-06-05 16:26:33.000,True,0.0,11.8,0.0,Center,0.2629919268355017,Unknown,True,False,0,123,0,0,0.0,0.0,0.3506559024473357,2025-06-05 16:26:33.000
2025-06-05 16:26:33.500,True,0.0,11.8,0.0,Center,0.4559966036798791,Unknown,True,False,130,232,0,0,0.0,0.0,0.6079954715731722,2025-06-05 16:26:33.500
2025-06-05 16:26:34.000,True,0.0,11.8,0.0,Center,0.4420255470611846,Unknown,True,False,11,234,0,0,0.0,0.0,0.5893673960815794,2025-06-05 16:26:34.000
2025-06-05 16:26:34.500,True,0.0,11.8,0.0,Center,0.3296204215570305,Unknown,True,False,210,11,0,0,0.0,0.0,0.4394938954093739,2025-06-05 16:26:34.500
2025-06-05 16:26:35.000,True,0.0,11.8,0.0,Center,0.4500129497926867,Unknown,True,False,30,226,0,0,0.0,0.0,0.600017266390249,2025-06-05 16:26:35.000
2025-06-05 16:26:35.500,True,0.0,11.8,0.0,Center,0.2360199783712356,Unknown,True,False,145,51,0,0,0.0,0.0,0.3146933044949808,2025-06-05 16:26:35.500
2025-06-05 16:26:36.000,True,0.0,11.8,0.0,Center,0.3625821633517092,Unknown,True,False,132,242,0,0,0.0,0.0,0.4834428844689455,2025-06-05 16:26:36.000
2025-06-05 16:26:36.500,True,0.0,11.8,0.0,Center,0.2675595279711433,Unknown,True,False,23,237,0,0,0.0,0.0,0.3567460372948578,2025-06-05 16:26:36.500
2025-06-05 16:26:37.000,True,0.0,11.8,0.0,Center,0.3050880341522771,Unknown,True,False,20,232,0,0,0.0,0.0,0.4067840455363695,2025-06-05 16:26:37.000
2025-06-05 16:26:37.500,True,0.0,11.8,0.0,Center,0.2606319629763701,Unknown,True,False,217,237,0,0,0.0,0.0,0.3475092839684935,2025-06-05 16:26:37.500
2025-06-05 16:26:38.000,True,0.0,11.8,0.0,Center,0.3774254062756884,Unknown,True,False,151,228,0,0,0.0,0.0,0.5032338750342512,2025-06-05 16:26:38.000
2025-06-05 16:26:38.500,True,0.0,11.8,0.0,Center,0.3446696177719346,Unknown,True,False,68,233,0,0,0.0,0.0,0.4595594903625795,2025-06-05 16:26:38.500
2025-06-05 16:26:39.000,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,7,229,0,0,0.0,0.0,0.7255415208137224,2025-06-05 16:26:39.000
2025-06-05 16:26:39.500,True,0.0,11.8,0.0,Center,0.4159264496773813,Unknown,True,False,164,225,0,0,0.0,0.0,0.5545685995698417,2025-06-05 16:26:39.500
2025-06-05 16:26:40.000,True,0.0,11.8,0.0,Center,0.2794605721246687,Unknown,True,False,71,232,0,0,0.0,0.0,0.3726140961662249,2025-06-05 16:26:40.000
2025-06-05 16:26:40.500,True,0.0,11.8,0.0,Center,0.2574685531849361,Unknown,True,False,67,238,0,0,0.0,0.0,0.3432914042465815,2025-06-05 16:26:40.500
2025-06-05 16:26:41.000,True,0.0,11.8,0.0,Center,0.3013260728003931,Unknown,True,False,85,126,0,0,0.0,0.0,0.4017680970671908,2025-06-05 16:26:41.000
2025-06-05 16:26:41.500,True,0.0,11.8,0.0,Center,0.3117917278705979,Unknown,True,False,127,114,0,0,0.0,0.0,0.4157223038274639,2025-06-05 16:26:41.500
2025-06-05 16:26:42.000,True,0.0,11.8,0.0,Center,0.2435024545612856,Unknown,True,False,107,54,0,0,0.0,0.0,0.3246699394150475,2025-06-05 16:26:42.000
2025-06-05 16:26:42.500,True,0.0,11.8,0.0,Center,0.2455664348843508,Unknown,True,False,174,114,0,0,0.0,0.0,0.3274219131791345,2025-06-05 16:26:42.500
2025-06-05 16:26:43.000,True,0.0,11.8,0.0,Center,0.3580429187165913,Unknown,True,False,80,129,0,0,0.0,0.0,0.4773905582887883,2025-06-05 16:26:43.000
2025-06-05 16:26:43.500,True,0.0,11.8,0.0,Center,0.2853000249288573,Unknown,True,False,236,6,0,0,0.0,0.0,0.3804000332384764,2025-06-05 16:26:43.500
2025-06-05 16:26:44.000,True,0.0,11.8,0.0,Center,0.2307364212351889,Unknown,True,False,248,55,0,0,0.0,0.0,0.3076485616469185,2025-06-05 16:26:44.000
2025-06-05 16:26:44.500,True,0.0,11.8,0.0,Center,0.2787405351745196,Unknown,True,False,98,113,0,0,0.0,0.0,0.3716540468993595,2025-06-05 16:26:44.500
2025-06-05 16:26:45.000,True,0.0,11.8,0.0,Center,0.29284810815763,Unknown,True,False,110,94,0,0,0.0,0.0,0.3904641442101733,2025-06-05 16:26:45.000
2025-06-05 16:26:45.500,True,0.0,11.8,0.0,Center,0.4265501494403572,Unknown,True,False,129,98,0,0,0.0,0.0,0.5687335325871429,2025-06-05 16:26:45.500
2025-06-05 16:26:46.000,True,0.0,11.8,0.0,Center,0.4570911581126451,Unknown,True,False,21,6,0,0,0.0,0.0,0.6094548774835268,2025-06-05 16:26:46.000
2025-06-05 16:26:46.500,True,0.0,11.8,0.0,Center,0.2474846616627755,Unknown,True,False,180,12,0,0,0.0,0.0,0.3299795488837007,2025-06-05 16:26:46.500
2025-06-05 16:26:47.000,True,0.0,11.8,0.0,Center,0.4889779085746739,Unknown,True,False,108,205,0,0,0.0,0.0,0.6519705447662318,2025-06-05 16:26:47.000
2025-06-05 16:26:47.500,True,0.0,11.8,0.0,Center,0.2394859000258106,Unknown,True,False,149,120,0,0,0.0,0.0,0.3193145333677475,2025-06-05 16:26:47.500
2025-06-05 16:26:48.000,True,0.0,11.8,0.0,Center,0.2313571095063446,Unknown,True,False,132,92,0,0,0.0,0.0,0.3084761460084595,2025-06-05 16:26:48.000
2025-06-05 16:26:48.500,True,0.0,11.8,0.0,Center,0.3716168511664552,Unknown,True,False,126,102,0,0,0.0,0.0,0.495489134888607,2025-06-05 16:26:48.500
2025-06-05 16:26:49.000,True,0.0,11.8,0.0,Center,0.3557630423117291,Unknown,True,False,128,101,0,0,0.0,0.0,0.4743507230823055,2025-06-05 16:26:49.000
2025-06-05 16:26:49.500,True,0.0,11.8,0.0,Center,0.3946699151000181,Unknown,True,False,128,105,0,0,0.0,0.0,0.5262265534666908,2025-06-05 16:26:49.500
2025-06-05 16:26:50.000,True,0.0,11.8,0.0,Center,0.2787300354712576,Unknown,True,False,132,106,0,0,0.0,0.0,0.3716400472950102,2025-06-05 16:26:50.000
2025-06-05 16:26:50.500,True,0.0,11.8,0.0,Center,0.3451080040535143,Unknown,True,False,36,1,0,0,0.0,0.0,0.4601440054046857,2025-06-05 16:26:50.500
2025-06-05 16:26:51.000,True,0.0,11.8,0.0,Center,0.2575672428343774,Unknown,True,False,21,239,0,0,0.0,0.0,0.3434229904458364,2025-06-05 16:26:51.000
